ensembl_id	name	chromosome	description	feature_type	strand	start	end
SPAC26A3.12c	dhp1	I	5'-3' exoribonuclease Dhp1 	protein_coding	-1	3356144	3361083
SPAC26A3.13c	Tf2-4	I	retrotransposable element/transposon Tf2-type 	protein_coding	-1	3361547	3365548
SPAC26A3.14c	SPAC26A3.14c	I	DUF1748 family protein 	protein_coding	-1	3366317	3367205
SPAC26A3.15c	nsp1	I	nucleoporin Nsp1 	protein_coding	-1	3367472	3370256
SPAC26A3.16	dph1	I	UBA domain protein Dph1 	protein_coding	1	3369709	3371384
SPAC26A3.17c	SPAC26A3.17c	I	N-methyltransferase (predicted) 	protein_coding	-1	3371257	3372581
SPAC26F1.01	sec74	I	guanyl-nucleotide exchange factor Sec74 (predicted) 	protein_coding	-1	5182774	5186191
SPAC26F1.02	pnn1	I	pinin ortholog, involved in splicing Pnn1 (predicted) 	protein_coding	-1	5181243	5182731
SPAC26F1.03	pda1	I	pyruvate dehydrogenase e1 component alpha subunit Pda1 (predicted) 	protein_coding	-1	5179652	5181308
SPAC26F1.04c	etr1	I	enoyl-[acyl-carrier protein] reductase (predicted) 	protein_coding	1	5177808	5179736
SPAC26F1.05	mug106	I	Schizosaccharomyces pombe specific protein Mug106 	protein_coding	-1	5174625	5175819
SPAC26F1.06	gpm1	I	monomeric 2,3-bisphosphoglycerate (BPG)-dependent phosphoglycerate mutase (PGAM), Gpm1 	protein_coding	-1	5173864	5174644
SPAC26F1.07	SPAC26F1.07	I	glucose 1-dehydrogenase (NADP+) (predicted) 	protein_coding	-1	5170789	5172112
SPAC26F1.08c	SPAC26F1.08c	I	conserved protein 	protein_coding	1	5167038	5170528
SPAC26F1.09	gyp51	I	GTPase activating protein Gyp51 (predicted) 	protein_coding	-1	5163555	5167012
SPAC26F1.10c	pyp1	I	tyrosine phosphatase Pyp1 	protein_coding	1	5161474	5163360
SPAC26F1.11	SPAC26F1.11	I	dubious 	protein_coding	-1	5157285	5159163
SPAC26F1.12c	hgh1	I	conserved eukaryotic protein Hgh1 	protein_coding	1	5153823	5155228
SPAC26F1.13c	lrs1	I	cytoplasmic leucine-tRNA ligase Lrs1 (predicted) 	protein_coding	1	5148780	5152492
SPAC26F1.14c	aif1	I	apoptosis-inducing factor homolog Aif1 (predicted) 	protein_coding	1	5146123	5148353
SPAC26H5.02c	SPAC26H5.02c	I	DNA replication ATPase (predicted) 	protein_coding	-1	4117195	4119311
SPAC26H5.03	pcf2	I	CAF assembly factor (CAF-1) complex subunit B, Pcf2 	protein_coding	1	4119431	4121874
SPAC26H5.04	SPAC26H5.04	I	vacuolar import and degradation protein Vid28 (predicted) 	protein_coding	1	4121876	4124737
SPAC26H5.05	mga2	I	IPT/TIG ankyrin repeat containing transcription regulator of fatty acid biosynthesis (predicted) 	protein_coding	1	4125000	4128805
SPAC26H5.06	pot1	I	telomere end-binding protein Pot1 	protein_coding	1	4129145	4132350
SPAC26H5.07c	SPAC26H5.07c	I	seven transmembrane receptor protein (predicted) 	protein_coding	-1	4131406	4133498
SPAC26H5.08c	bgl2	I	glucan beta-glucosidase Bgl2 (predicted) 	protein_coding	-1	4134378	4136031
SPAC26H5.09c	SPAC26H5.09c	I	gfo/idh/mocA family oxidoreductase (predicted) 	protein_coding	-1	4137266	4139080
SPAC26H5.10c	tif51	I	translation elongation factor eIF5A (predicted) 	protein_coding	-1	4141281	4142329
SPAC26H5.11	mug56	I	spore wall assembly protein (predicted) 	protein_coding	1	4142849	4147291
SPAC26H5.12	rpo41	I	mitochondrial RNA polymerase Rpo41 	protein_coding	1	4147643	4151509
SPAC26H5.13c	kei1	I	inositol phoshorylceramide synthase regulatory subunit Kei1 (predicted) 	protein_coding	-1	4150008	4153031
SPAC27D7.02c	SPAC27D7.02c	I	GRIP domain protein (predicted) 	protein_coding	-1	4507217	4509970
SPAC27D7.03c	mei2	I	RNA-binding protein involved in meiosis Mei2 	protein_coding	-1	4510983	4515015
SPAC27D7.04	omt2	I	4-alpha-hydroxytetrahydrobiopterin dehydratase (predicted) 	protein_coding	1	4517412	4518818
SPAC27D7.05c	apc14	I	anaphase-promoting complex subunit Apc14 	protein_coding	-1	4517810	4518562
SPAC27D7.06	etf1	I	electron transfer flavoprotein alpha subunit EtfA (predicted) 	protein_coding	1	4519000	4520130
SPAC27D7.07c	smd1	I	Sm snRNP core protein Smd1 	protein_coding	-1	4520187	4521063
SPAC27D7.08c	SPAC27D7.08c	I	DUF890 family protein, predicted methyltransferase 	protein_coding	-1	4521375	4523223
SPAC27D7.09c	SPAC27D7.09c	I	But2 family protein 	protein_coding	-1	4523298	4524731
SPAC27D7.11c	SPAC27D7.11c	I	But2 family protein 	protein_coding	-1	4529389	4531031
SPAC27D7.12c	but1	I	neddylation pathway protein But1 	protein_coding	-1	4533326	4534385
SPAC27D7.13c	ssm4	I	dynactin microtubule-binding subunit, p150-Glued Ssm4 	protein_coding	-1	4534674	4536686
SPAC27D7.14c	tpr1	I	RNA polymerase II associated Paf1 complex subunit Tpr1 	protein_coding	-1	4536975	4540298
SPAC27E2.01	SPAC27E2.01	I	alpha-amylase homolog (predicted) 	protein_coding	1	4001693	4003982
SPAC27E2.02	SPAC27E2.02	I	IMPACT homolog, translational regulator (predicted) 	protein_coding	1	4004221	4005792
SPAC27E2.03c	SPAC27E2.03c	I	Obg-Like ATPase (predicted) 	protein_coding	-1	4005717	4007722
SPAC27E2.04c	mug155	I	dubious 	protein_coding	-1	4010592	4011430
SPAC27E2.05	cdc1	I	DNA polymerase delta small subunit Cdc1 	protein_coding	1	4015050	4016557
SPAC27E2.06c	SPAC27E2.06c	I	mitochondrial methionine-tRNA ligase (predicted) 	protein_coding	-1	4016534	4018850
SPAC27E2.07	pvg2	I	galactose residue biosynthesis protein Pvg2 	protein_coding	1	4019873	4022054
SPAC27E2.08	Tf2-6	I	retrotransposable element/transposon Tf2-type 	protein_coding	1	4022492	4026493
SPAC27E2.09	mak2	I	histidine kinase Mak2 	protein_coding	1	4027002	4034337
SPAC27E2.10c	rfc3	I	DNA replication factor C complex subunit Rfc3 	protein_coding	-1	4034145	4035920
SPAC27E2.11c	SPAC27E2.11c	I	Schizosaccharomyces specific protein 	protein_coding	-1	4008075	4010224
SPAC27E2.12	SPAC27E2.12	I	Schizosaccharomyces pombe specific protein 	protein_coding	1	4010913	4011317
SPAC27E2.13	SPAC27E2.13	I	dubious 	protein_coding	1	4008511	4008693
SPAC27E2.14	SPAC27E2.14	I	Schizosaccharomyces pombe specific protein 	protein_coding	-1	4012418	4012891
SPAC27F1.02c	cdc8	I	tropomyosin 	protein_coding	-1	4319247	4320285
SPAC27F1.03c	uch1	I	ubiquitin C-terminal hydrolase Uch1 	protein_coding	-1	4320716	4321579
SPAC27F1.04c	nuf2	I	spindle pole body protein Nuf2 	protein_coding	-1	4321520	4323254
SPAC27F1.05c	SPAC27F1.05c	I	aminotransferase class-III, unknown specificty 	protein_coding	-1	4323424	4325633
SPAC27F1.06c	SPAC27F1.06c	I	FKBP-type peptidyl-prolyl cis-trans isomerase (predicted) 	protein_coding	-1	4327147	4328451
SPAC27F1.07	ost1	I	dolichyl-diphospho-oligosaccharide-protein glycosyltransferase Ost1 (predicted) 	protein_coding	1	4328945	4330716
SPAC27F1.08	pdt1	I	Nramp family manganese ion transporter 	protein_coding	1	4330993	4333166
SPAC27F1.09c	prp10	I	U2 snRNP-associated protein Sap155 	protein_coding	-1	4333135	4336797
SPAC27F1.10	SPAC27F1.10	I	Schizosaccharomyces pombe specific protein 	protein_coding	-1	4325963	4326914
SPAC29A4.02c	SPAC29A4.02c	I	translation elongation factor EF-1 gamma subunit 	protein_coding	1	5143745	5145515
SPAC29A4.03c	SPAC29A4.03c	I	mitochondrial ribosomal protein subunit Mrps9 (predicted) 	protein_coding	1	5142407	5143810
SPAC29A4.04c	cbf5	I	pseudouridylate synthase Cbf5 (predicted) 	protein_coding	1	5140322	5142190
SPAC29A4.05	cam2	I	myosin I light chain Cam2 	protein_coding	-1	5137314	5138212
SPAC29A4.06c	SPAC29A4.06c	I	splicing protein, human NSRP1 ortholog 	protein_coding	1	5136040	5137368
SPAC29A4.07	srb6	I	mediator complex subunit Srb6 	protein_coding	-1	5133784	5136031
SPAC29A4.08c	prp19	I	ubiquitin-protein ligase E4 	protein_coding	1	5133204	5135342
SPAC29A4.09	SPAC29A4.09	I	rRNA exonuclease Rrp17 (predicted) 	protein_coding	-1	5131870	5133110
SPAC29A4.10	rrn5	I	RNA polymerase I upstream activation factor complex subunit Rrn5 	protein_coding	-1	5129264	5131929
SPAC29A4.11	rga3	I	Rho-type GTPase activating protein Rga3 	protein_coding	-1	5123328	5129129
SPAC29A4.12c	mug108	I	Schizosaccharomyces specific protein Mug108 	protein_coding	1	5124554	5125643
SPAC29A4.13	SPAC29A4.13	I	urease accessory protein UreF (predicted) 	protein_coding	-1	5120840	5122136
SPAC29A4.14c	SPAC29A4.14c	I	peroxin-3 peroxisome import protein (predicted) 	protein_coding	1	5119515	5121734
SPAC29A4.15	SPAC29A4.15	I	cytoplasmic serine-tRNA ligase Srs1 (predicted) 	protein_coding	-1	5117470	5119153
SPAC29A4.16	hal4	I	serine/threonine protein kinase Hal4 	protein_coding	-1	5113913	5116750
SPAC29A4.17c	SPAC29A4.17c	I	mitochondrial FUN14 family protein 	protein_coding	1	5113027	5114151
SPAC29A4.18	prw1	I	Clr6 histone deacetylase complex subunit Prw1 	protein_coding	-1	5110278	5111962
SPAC29A4.19c	cta5	I	Ca2+/Mn2+ transporting P-type ATPase P5 type Cta5 	protein_coding	1	5106559	5113025
SPAC29A4.20	elp3	I	elongator complex subunit Elp3 (predicted) 	protein_coding	-1	5104252	5106372
SPAC29A4.22	SPAC29A4.22	I	dubious 	protein_coding	1	5124392	5124613
SPAC29B12.01	ino80	I	SNF2 family helicase Ino80 	protein_coding	1	5403181	5408330
SPAC29B12.02c	set2	I	histone lysine methyltransferase Set2 	protein_coding	-1	5408180	5411132
SPAC29B12.03	spd1	I	ribonucleotide reductase (RNR) inhibitor 	protein_coding	1	5411817	5413219
SPAC29B12.04	snz1	I	pyridoxine biosynthesis protein 	protein_coding	1	5414891	5416193
SPAC29B12.05c	SPAC29B12.05c	I	mitochondrial S-adenosylmethionine-dependent methyltransferase (predicted) 	protein_coding	-1	5416197	5417408
SPAC29B12.06c	rcd1	I	RNA-binding protein, CCR4-NOT complex subunit Rcd1 	protein_coding	-1	5417366	5418973
SPAC29B12.07	sec16	I	multidomain vesicle coat component Sec16 (predicted) 	protein_coding	1	5419733	5426266
SPAC29B12.08	clr5	I	Clr5 protein 	protein_coding	1	5427297	5431523
SPAC29B12.10c	pgt1	I	glutathione transporter Pgt1 	protein_coding	-1	5431575	5434908
SPAC29B12.11c	SPAC29B12.11c	I	human WW domain binding protein-2 ortholog 	protein_coding	-1	5435872	5437295
SPAC29B12.12	SPAC29B12.12	I	helper of TIM (predicted) 	protein_coding	1	5438212	5438553
SPAC29B12.13	SPAC29B12.13	I	S-(hydroxymethyl)glutathione synthase activity (predicted) 	protein_coding	1	5438983	5439489
SPAC29B12.14c	SPAC29B12.14c	I	purine transporter (predicted) 	protein_coding	-1	5439647	5442552
SPAC29E6.01	pof11	I	F-box protein Pof11 	protein_coding	1	4401733	4403868
SPAC29E6.02	prp3	I	U4/U6 x U5 tri-snRNP complex subunit Prp3 	protein_coding	1	4403839	4409596
SPAC29E6.03c	uso1	I	ER to Golgi tethering factor Uso1 (predicted) 	protein_coding	-1	4405990	4409338
SPAC29E6.04	nnf1	I	kinetochore protein Nnf1 	protein_coding	1	4409773	4410391
SPAC29E6.05c	mxr1	I	peptide-methionine (S)-S-oxide reductase MsrA 	protein_coding	-1	4409678	4411336
SPAC29E6.06c	SPAC29E6.06c	I	cytoplasmic cysteine-tRNA ligase Crs1 (predicted) 	protein_coding	-1	4411564	4413996
SPAC29E6.07	SPAC29E6.07	I	Schizosaccharomyces pombe specific protein 	protein_coding	1	4414824	4415174
SPAC29E6.08	tbp1	I	TATA-binding protein (TBP) 	protein_coding	1	4415474	4417151
SPAC29E6.09	SPAC29E6.09	I	Schizosaccharomyces specific protein 	protein_coding	1	4417364	4418680
SPAC29E6.10c	SPAC29E6.10c	I	conserved fungal protein 	protein_coding	-1	4418807	4422511
SPAC2C4.03c	smd2	I	Sm snRNP core protein Smd2 	protein_coding	-1	4263953	4264621
SPAC2C4.04c	SPAC2C4.04c	I	conserved eukaryotic protein 	protein_coding	-1	4265505	4266618
SPAC2C4.05	cor1	I	cornichon family protein (predicted) 	protein_coding	1	4267059	4268079
SPAC2C4.06c	SPAC2C4.06c	I	tRNA (cytosine-5-)-methyltransferase (predicted) 	protein_coding	-1	4269109	4270937
SPAC2C4.07c	dis32	I	3'-5'-exoribonuclease activity Dis3L2 	protein_coding	-1	4270892	4274158
SPAC2C4.08	SPAC2C4.08	I	conserved fungal protein 	protein_coding	1	4275060	4275902
SPAC2C4.09	SPAC2C4.09	I	mitochondrial calcium uniporter regulator (predicted) 	protein_coding	1	4276009	4277492
SPAC2C4.10c	csc4	I	SIP/FAR complex subunit, Csc4 	protein_coding	-1	4276925	4278035
SPAC2C4.11c	rbp28	I	RNA-binding protein Rbp28 	protein_coding	-1	4278378	4279620
SPAC2C4.12c	SPAC2C4.12c	I	tRNA 2'-phosphotransferase Tpt1 (predicted) 	protein_coding	-1	4279661	4281428
SPAC2C4.13	vma16	I	V-type ATPase V0 subunit c'' (predicted) 	protein_coding	1	4281426	4284515
SPAC2C4.14c	ppk11	I	PAK-related kinase Ppk11 	protein_coding	-1	4282491	4284568
SPAC2C4.15c	ubx2	I	UBX domain protein Ubx2 	protein_coding	-1	4284799	4286263
SPAC2C4.16c	rps801	I	40S ribosomal protein S8 (predicted) 	protein_coding	-1	4286744	4287454
SPAC2C4.17c	msy2	I	MS ion channel protein 2 (predicted) 	protein_coding	-1	4288009	4291776
SPAC2E12.02	hsf1	I	transcription factor Hsf1 	protein_coding	1	5059273	5062056
SPAC2E12.03c	SPAC2E12.03c	I	PQ loop protein 	protein_coding	-1	5061722	5063721
SPAC2E12.05	wtf1	I		pseudogene	1	5063258	5066231
SPAC2E1P3.01	SPAC2E1P3.01	I	dehydrogenase (predicted) 	protein_coding	1	2922761	2924720
SPAC2E1P3.02c	amt3	I	ammonium transporter Amt3 	protein_coding	-1	2924692	2927075
SPAC2E1P3.03c	Tf2-3	I	retrotransposable element/transposon Tf2-type 	protein_coding	-1	2927204	2931500
SPAC2E1P3.04	cao1	I	copper amine oxidase Cao1 	protein_coding	1	2931763	2935115
SPAC2E1P3.05c	SPAC2E1P3.05c	I	fungal cellulose binding domain protein 	protein_coding	-1	2935116	2937079
SPAC2E1P5.01c	mns1	I	mannosyl-oligosaccharide 1,2-alpha-mannosidase 	protein_coding	-1	3322678	3324881
SPAC2E1P5.02c	mug109	I	Rab GTPase binding protein upregulated in meiosis II (predicted) 	protein_coding	-1	3325263	3326138
SPAC2E1P5.03	SPAC2E1P5.03	I	DNAJ domain protein Erj5 (predicted) 	protein_coding	1	3326830	3329028
SPAC2E1P5.04c	cwg2	I	geranylgeranyltransferase I beta subunit Cwg2 	protein_coding	-1	3327940	3329007
SPAC2E1P5.05	rrp9	I	U3 snoRNP-associated protein Rrp9 (predicted) 	protein_coding	1	3329311	3331216
SPAC2F3.01	imt1	I	mannosyltransferase Imt1 	protein_coding	1	3922354	3923496
SPAC2F3.02	SPAC2F3.02	I	ER protein translocation subcomplex subunit (predicted) 	protein_coding	1	3924624	3927430
SPAC2F3.03c	rpa49	I	DNA-directed RNA polymerase I complex subunit Rpa49 (predicted) 	protein_coding	-1	3925533	3927349
SPAC2F3.04c	rim1	I	mitochondrial single-stranded DNA binding protein Rim1 	protein_coding	-1	3927451	3928579
SPAC2F3.05c	SPAC2F3.05c	I	xylose and arabinose reductase (predicted) 	protein_coding	-1	3928625	3929950
SPAC2F3.06c	kap104	I	karyopherin Kap104 	protein_coding	-1	3930533	3934174
SPAC2F3.07c	SPAC2F3.07c	I	Schizosaccharomyces pombe specific protein 	protein_coding	-1	3935528	3935833
SPAC2F3.08	sut1	I	alpha-glucoside transporter Sut1 	protein_coding	1	3935124	3938149
SPAC2F3.09	hem1	I	5-aminolevulinate synthase Hem1 (predicted) 	protein_coding	1	3939598	3942086
SPAC2F3.10	vps54	I	GARP complex subunit Vps54 (predicted) 	protein_coding	1	3943042	3946427
SPAC2F3.11	SPAC2F3.11	I	exopolyphosphatase (predicted) 	protein_coding	1	3946546	3947987
SPAC2F3.12c	plp1	I	thioredoxin fold protein Plp1 (predicted) 	protein_coding	-1	3947912	3949019
SPAC2F3.13c	SPAC2F3.13c	I	queuine tRNA-ribosyltransferase (predicted) 	protein_coding	-1	3947885	3950224
SPAC2F3.14c	saf2	I	splicing associated factor Saf2 	protein_coding	-1	3950396	3951679
SPAC2F3.15	lsk1	I	P-TEFb-associated cyclin-dependent protein kinase Lsk1 	protein_coding	1	3953832	3956869
SPAC2F3.16	SPAC2F3.16	I	ubiquitin-protein ligase E3 (predicted) 	protein_coding	1	3957085	3959427
SPAC2F3.17c	lsm6	I	U6 snRNP-associated protein Lsm6 (predicted) 	protein_coding	-1	3923586	3924176
SPAC2F3.18c	SPAC2F3.18c	I	ribonuclease kappa ortholog (predicted) 	protein_coding	-1	3942040	3942965
SPAC2F7.02c	SPAC2F7.02c	I	NLI interacting factor family phosphatase (predicted) 	protein_coding	-1	531794	533731
SPAC2F7.03c	pom1	I	DYRK family protein kinase Pom1 	protein_coding	-1	534120	537869
SPAC2F7.04	pmc2	I	mediator complex subunit Pmc2/Med1 	protein_coding	1	537888	540012
SPAC2F7.05c	SPAC2F7.05c	I	translation initiation factor eIF5 (predicted) 	protein_coding	-1	539919	541640
SPAC2F7.06c	pol4	I	DNA polymerase X family 	protein_coding	-1	541576	543735
SPAC2F7.07c	cph2	I	Clr6 histone deacetylase associated PHD protein-2 Cph2 	protein_coding	-1	544127	546240
SPAC2F7.08c	snf5	I	SWI/SNF complex subunit Snf5 	protein_coding	-1	546664	548562
SPAC2F7.09c	SPAC2F7.09c	I	mitochondrial GTPase related protein (prediected) 	protein_coding	-1	548768	550726
SPAC2F7.10	akr1	I	palmitoyltransferase Akr1 (predicted) 	protein_coding	1	550630	553595
SPAC2F7.11	nrd1	I	RNA-binding protein Nrd1 	protein_coding	1	555277	559051
SPAC2F7.13c	wrs1	I	tryptophan-tRNA ligase Wrs1 (predicted) 	protein_coding	-1	558909	560549
SPAC2F7.14c	rrp4	I	exosome subunit Rrp4 	protein_coding	-1	560824	562179
SPAC2F7.15	rsm24	I	mitochondrial ribosomal protein subunit S24 (predicted) 	protein_coding	1	563698	565073
SPAC2F7.16c	pld1	I	phospholipase D, Pld1 	protein_coding	-1	565035	569485
SPAC2F7.17	mrf1	I	mitochondrial peptide chain release factor (predicted) 	protein_coding	1	569550	571876
SPAC2G11.02	urb2	I	ribosome biogenesis protein Urb2 (predicted) 	protein_coding	1	807894	812194
SPAC2G11.03c	vps45	I	vacuolar sorting protein Vps45 	protein_coding	-1	811443	814228
SPAC2G11.04	SPAC2G11.04	I	RNA-binding protein, G-patch type, splicing factor 45 ortholog (predicted) 	protein_coding	1	814218	815490
SPAC2G11.05c	rim20	I	BRO1 domain protein Rim20 (predicted) 	protein_coding	-1	815388	817984
SPAC2G11.06	vps4	I	AAA family ATPase Vps4 (predicted) 	protein_coding	1	817996	819739
SPAC2G11.07c	ptc3	I	protein phosphatase 2c homolog 3 	protein_coding	-1	819768	821920
SPAC2G11.08c	smn1	I	SMN family protein Smn1 	protein_coding	-1	822092	823278
SPAC2G11.09	SPAC2G11.09	I	DUF221 family protein 	protein_coding	1	823493	826399
SPAC2G11.10c	SPAC2G11.10c	I	thiosulfate sulfurtransferase, URM1 activating enzyme (predicted) 	protein_coding	-1	826313	828123
SPAC2G11.11c	prh1	I	ATP-dependent RNA helicase Prh1 (predicted) 	protein_coding	-1	828321	831629
SPAC2G11.12	rqh1	I	RecQ type DNA helicase Rqh1 	protein_coding	1	831918	836094
SPAC2G11.13	atg22	I	vacuolar amino acid efflux transporter Atg22 	protein_coding	1	836206	838256
SPAC2G11.14	taf111	I	transcription factor TFIID complex subunit Taf111 	protein_coding	1	838228	841562
SPAC2G11.15c	tgs1	I	rRNA methyltransferase Tgs1 (predicted) 	protein_coding	-1	841471	842624
SPAC2H10.01	SPAC2H10.01	I	transcription factor, zf-fungal binuclear cluster type (predicted) 	protein_coding	1	5273012	5275983
SPAC2H10.02c	SPAC2H10.02c	I	26S proteasome regulatory particle assembly protein (predicted) 	protein_coding	-1	5276066	5276991
SPAC2H10.04	SPAC2H10.04	I	dubious 	protein_coding	1	5272461	5272835
SPAC30.01c	sec72	I	Sec7 domain protein, ARF GEF Sec72 	protein_coding	-1	4386842	4392522
SPAC30.02c	SPAC30.02c	I	elongator complex associated protein Kti2 (predicted) 	protein_coding	-1	4392813	4393963
SPAC30.03c	tsn1	I	translin 	protein_coding	-1	4394376	4395639
SPAC30.04c	abc4	I	glutathione S-conjugate-exporting ATPase Abc4 	protein_coding	-1	4395798	4400493
SPAC30C2.02	mmd1	I	deoxyhypusine hydroxylase (predicted) 	protein_coding	1	4635485	4636898
SPAC30C2.03	SPAC30C2.03	I	Schizosaccharomyces specific protein 	protein_coding	1	4637119	4637943
SPAC30C2.04	SPAC30C2.04	I	cofactor for methionyl-and glutamyl-tRNA synthetases (predicted) 	protein_coding	1	4638117	4639647
SPAC30C2.05	erv14	I	cornichon family protein Erv14 (predicted) 	protein_coding	1	4639678	4640813
SPAC30C2.06c	dml1	I	mitochondrial inheritance GTPase, tubulin-like (predicted) 	protein_coding	-1	4640549	4642326
SPAC30C2.07	SPAC30C2.07	I	Schizosaccharomyces specific protein 	protein_coding	1	4642290	4645177
SPAC30C2.08	SPAC30C2.08	I	conserved fungal protein 	protein_coding	1	4645460	4647689
SPAC30D11.01c	gto2	I	alpha-glucosidase (predicted) 	protein_coding	1	1119880	1123773
SPAC30D11.02c	SPAC30D11.02c	I	Schizosaccharomyces pombe specific protein 	protein_coding	1	1118926	1119763
SPAC30D11.03	ddx27	I	ATP-dependent RNA helicase Ddx27/Drs1 (predicted) 	protein_coding	-1	1115899	1118412
SPAC30D11.04c	nup124	I	nucleoporin Nup124 	protein_coding	1	1112170	1115868
SPAC30D11.05	aps3	I	AP-3 adaptor complex subunit Aps3 (predicted) 	protein_coding	-1	1109349	1111221
SPAC30D11.06c	hfl1	I	Lazarus1 family transmembrane transporter 	protein_coding	1	1108485	1110686
SPAC30D11.07	nth1	I	DNA endonuclease III 	protein_coding	-1	1106430	1107885
SPAC30D11.08c	phf2	I	Lsd1/2 complex PHD finger containing protein Phf2 	protein_coding	1	1104753	1106608
SPAC30D11.09	cwf19	I	complexed with Cdc5 protein Cwf19 	protein_coding	-1	1101685	1103890
SPAC30D11.10	rad52	I	DNA recombination protein Rad52 (previously Rad22) 	protein_coding	-1	1099489	1101583
SPAC30D11.11	SPAC30D11.11	I	Haemolysin-III family protein (predicted) 	protein_coding	-1	1097449	1099554
SPAC30D11.12	rpl3802	I	60S ribosomal protein L38 (predicted) 	protein_coding	-1	1096764	1097387
SPAC30D11.13	hus5	I	SUMO conjugating enzyme Hus5 	protein_coding	-1	1094262	1095547
SPAC30D11.14c	SPAC30D11.14c	I	RNA-binding protein (predicted) 	protein_coding	1	1092387	1094379
SPAC31A2.02	trm112	I	protein and tRNA methyltransferase regulatory subunit Trm112 (predicted) 	protein_coding	1	388233	389229
SPAC31A2.03	mrpl11	I	mitochondrial ribosomal protein subunit L11 (predicted) 	protein_coding	1	389391	390520
SPAC31A2.04c	pre1	I	20S proteasome complex subunit beta 4 Pre1 (predicted) 	protein_coding	-1	390407	391260
SPAC31A2.05c	mis4	I	adherin, cohesin loading factor Mis4 	protein_coding	-1	391628	396999
SPAC31A2.06	atp25	I	mitochondrial ATP synthase complex assembly protein Atp25 (predicted) 	protein_coding	1	397426	402487
SPAC31A2.07c	dbp10	I	ATP-dependent RNA helicase Dbp10 (predicted) 	protein_coding	-1	399462	402266
SPAC31A2.08	mrp20	I	mitochondrial ribosomal protein subunit L23 (predicted) 	protein_coding	1	402841	403862
SPAC31A2.09c	apm4	I	AP-2 adaptor complex subunit Apm4 (predicted) 	protein_coding	-1	402719	405389
SPAC31A2.10	SPAC31A2.10	I	Ran GTPase binding protein (predicted) 	protein_coding	1	405582	407710
SPAC31A2.11c	cuf1	I	nutritional copper sensing transcription factor Cuf1 	protein_coding	-1	407714	409872
SPAC31A2.12	SPAC31A2.12	I	arrestin/PY protein 1 (predicted) 	protein_coding	1	411651	414448
SPAC31A2.13c	sft1	I	SNARE Sft1 (predicted) 	protein_coding	-1	414245	414930
SPAC31A2.14	bun107	I	WD repeat protein, human WDR48 family Bun107 	protein_coding	1	414942	418504
SPAC31A2.15c	dcc1	I	Ctf18 RFC-like complex subunit Dcc1 	protein_coding	-1	417823	419996
SPAC31A2.16	gef2	I	RhoGEF Gef2 	protein_coding	1	419958	423991
SPAC31F12.01	zds1	I	zds family protein phosphatase type A regulator Zds1 (predicted) 	protein_coding	1	4566342	4571134
SPAC31G5.01	sap49	I	U2 snRNP-associated RNA-binding protein Sap49 	protein_coding	1	2989280	2990817
SPAC31G5.02	SPAC31G5.02	I	ER chaperone Rot1 (predicted) 	protein_coding	1	2990804	2992231
SPAC31G5.03	rps1101	I	40S ribosomal protein S11 (predicted) 	protein_coding	1	2992622	2993240
SPAC31G5.04	lys12	I	homoisocitrate dehydrogenase Lys12 	protein_coding	1	2993423	2994929
SPAC31G5.05c	SPAC31G5.05c	I	ribulose phosphate 3-epimerase (predicted) 	protein_coding	-1	2994792	2995933
SPAC31G5.06	rgg8	I	mitochondrial protein Rgg8 (predicted) 	protein_coding	1	2996304	2997058
SPAC31G5.07	dni1	I	tetraspan protein Dni1 	protein_coding	1	2997453	2998157
SPAC31G5.08	ups1	I	uroporphyrinogen-III synthase Ups1 	protein_coding	1	2998749	3001070
SPAC31G5.09c	spk1	I	MAP kinase Spk1 	protein_coding	-1	2999546	3001687
SPAC31G5.10	eta2	I	Myb family protein Eta2 	protein_coding	1	3002057	3003766
SPAC31G5.11	pac2	I	cAMP-independent regulatory protein Pac2 	protein_coding	1	3006138	3006845
SPAC31G5.12c	maf1	I	repressor of RNA polymerase III Maf1 	protein_coding	-1	3007584	3009444
SPAC31G5.13	rpn11	I	19S proteasome regulatory subunit Rpn11 	protein_coding	1	3010632	3012307
SPAC31G5.14	gcv1	I	glycine decarboxylase T subunit (predicted) 	protein_coding	1	3012251	3014213
SPAC31G5.15	psd3	I	phosphatidylserine decarboxylase Psd3 	protein_coding	1	3014259	3017900
SPAC31G5.16c	dpm1	I	dolichol-phosphate mannosyltransferase catalytic subunit Dpm1 	protein_coding	-1	3014389	3018849
SPAC31G5.17c	rps1001	I	40S ribosomal protein S10 (predicted) 	protein_coding	-1	3019326	3020379
SPAC31G5.18c	sde2	I	silencing defective protein Sde2 	protein_coding	-1	3020648	3021791
SPAC31G5.19	abo1	I	ATPase with bromodomain protein (predicted) 	protein_coding	1	3023051	3028158
SPAC31G5.21	SPAC31G5.21	I	human FAM32A homolog 	protein_coding	1	3009988	3010684
SPAC323.01c	pos5	I	mitochondrial NADH kinase Pos5 (predicted) 	protein_coding	-1	3907439	3908904
SPAC323.02c	pup2	I	20S proteasome complex subunit alpha 5, Pup2 (predicted) 	protein_coding	-1	3909254	3910426
SPAC323.03c	SPAC323.03c	I	Schizosaccharomyces specific protein 	protein_coding	-1	3910535	3912648
SPAC323.04	SPAC323.04	I	mitochondrial ATPase (predicted) 	protein_coding	1	3912696	3914761
